Metric,Detail1,Detail2,Detail3,Detail4,Data Date (MM/DD/YYYY),GeographicLevel,GeographicName,Value_NUMBER,Units,MOST RECENT DATA,COVID Team,Date and time of update,Subgroup,Value_Text,URLLINK
New total capacity,,,,,4/17/2020,State,Minnesota,270,available slots,,Education and Care,4/23/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,4/18/2020,State,Minnesota,5,available slots,,Education and Care,4/23/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,4/19/2020,State,Minnesota,0,available slots,,Education and Care,4/23/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,4/20/2020,State,Minnesota,86,available slots,,Education and Care,4/23/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,4/21/2020,State,Minnesota,29,available slots,,Education and Care,4/23/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,4/22/2020,State,Minnesota,234,available slots,,Education and Care,4/23/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,4/23/2020,State,Minnesota,113,available slots,,Education and Care,4/23/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,4/24/2020,State,Minnesota,901,available slots,,Education and Care,4/24/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,4/25/2020,State,Minnesota,42,available slots,,Education and Care,4/25/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,4/26/2020,State,Minnesota,13,available slots,,Education and Care,4/26/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,4/27/2020,State,Minnesota,170,available slots,,Education and Care,4/27/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,4/28/2020,State,Minnesota,115,available slots,,Education and Care,4/28/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,4/29/2020,State,Minnesota,182,available slots,,Education and Care,4/29/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,4/30/2020,State,Minnesota,132,available slots,,Education and Care,4/30/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,5/1/2020,State,Minnesota,265,available slots,,Education and Care,5/1/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,5/2/2020,State,Minnesota,5,available slots,,Education and Care,5/2/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,5/3/2020,State,Minnesota,0,available slots,,Education and Care,5/3/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,5/4/2020,State,Minnesota,22,available slots,,Education and Care,5/4/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,5/5/2020,State,Minnesota,135,available slots,,Education and Care,5/5/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,5/6/2020,State,Minnesota,62,available slots,,Education and Care,5/6/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,5/7/2020,State,Minnesota,46,available slots,,Education and Care,5/7/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,5/8/2020,State,Minnesota,0,available slots,,Education and Care,5/8/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,5/9/2020,State,Minnesota,0,available slots,,Education and Care,5/9/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,5/10/2020,State,Minnesota,0,available slots,,Education and Care,5/10/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,5/11/2020,State,Minnesota,11,available slots,,Education and Care,5/11/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,5/12/2020,State,Minnesota,2,available slots,,Education and Care,5/12/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,5/13/2020,State,Minnesota,0,available slots,,Education and Care,5/13/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,5/14/2020,State,Minnesota,0,available slots,,Education and Care,5/14/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,5/15/2020,State,Minnesota,74,available slots,,Education and Care,5/15/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,5/16/2020,State,Minnesota,0,available slots,,Education and Care,5/16/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,5/17/2020,State,Minnesota,0,available slots,,Education and Care,5/17/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,5/18/2020,State,Minnesota,25,available slots,,Education and Care,5/18/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,5/19/2020,State,Minnesota,42,available slots,,Education and Care,5/19/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,5/20/2020,State,Minnesota,7,available slots,,Education and Care,5/20/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,5/21/2020,State,Minnesota,0,available slots,,Education and Care,5/21/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,5/22/2020,State,Minnesota,0,available slots,,Education and Care,5/22/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,5/23/2020,State,Minnesota,0,available slots,,Education and Care,5/23/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,5/24/2020,State,Minnesota,271,available slots,,Education and Care,5/24/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,5/25/2020,State,Minnesota,4,available slots,,Education and Care,5/25/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,5/26/2020,State,Minnesota,402,available slots,,Education and Care,5/26/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,5/27/2020,State,Minnesota,47,available slots,,Education and Care,5/27/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,5/28/2020,State,Minnesota,264,available slots,,Education and Care,5/28/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,5/29/2020,State,Minnesota,0,available slots,,Education and Care,5/29/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,5/30/2020,State,Minnesota,0,available slots,,Education and Care,5/30/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,5/31/2020,State,Minnesota,0,available slots,,Education and Care,5/31/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,6/1/2020,State,Minnesota,22,available slots,,Education and Care,6/1/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,6/2/2020,State,Minnesota,56,available slots,,Education and Care,6/2/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,6/3/2020,State,Minnesota,122,available slots,,Education and Care,6/3/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,6/4/2020,State,Minnesota,15,available slots,,Education and Care,6/4/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,6/5/2020,State,Minnesota,0,available slots,,Education and Care,6/5/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,6/6/2020,State,Minnesota,0,available slots,,Education and Care,6/6/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,6/7/2020,State,Minnesota,6,available slots,,Education and Care,6/7/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,6/8/2020,State,Minnesota,9,available slots,,Education and Care,6/8/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,6/9/2020,State,Minnesota,6,available slots,,Education and Care,6/9/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,6/10/2020,State,Minnesota,7,available slots,,Education and Care,6/10/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,6/11/2020,State,Minnesota,62,available slots,,Education and Care,6/11/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,6/12/2020,State,Minnesota,0,available slots,,Education and Care,6/12/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,6/13/2020,State,Minnesota,0,available slots,,Education and Care,6/13/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,6/14/2020,State,Minnesota,9,available slots,,Education and Care,6/14/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,6/15/2020,State,Minnesota,20,available slots,,Education and Care,6/15/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,6/16/2020,State,Minnesota,0,available slots,,Education and Care,6/16/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,6/17/2020,State,Minnesota,8,available slots,,Education and Care,6/17/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,6/18/2020,State,Minnesota,0,available slots,,Education and Care,6/18/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,6/19/2020,State,Minnesota,17,available slots,,Education and Care,6/19/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,6/20/2020,State,Minnesota,2,available slots,,Education and Care,6/20/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,6/21/2020,State,Minnesota,8,available slots,,Education and Care,6/21/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,6/22/2020,State,Minnesota,8,available slots,,Education and Care,6/22/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,6/23/2020,State,Minnesota,42,available slots,,Education and Care,6/23/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,6/24/2020,State,Minnesota,6,available slots,,Education and Care,6/24/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,6/25/2020,State,Minnesota,0,available slots,,Education and Care,6/25/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,6/26/2020,State,Minnesota,61,available slots,,Education and Care,6/26/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,6/27/2020,State,Minnesota,0,available slots,,Education and Care,6/27/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,6/28/2020,State,Minnesota,10,available slots,,Education and Care,6/28/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,6/29/2020,State,Minnesota,158,available slots,,Education and Care,6/29/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,6/30/2020,State,Minnesota,6,available slots,,Education and Care,6/30/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,7/1/2020,State,Minnesota,0,available slots,,Education and Care,7/1/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,7/2/2020,State,Minnesota,60,available slots,,Education and Care,7/2/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,7/3/2020,State,Minnesota,0,available slots,,Education and Care,7/3/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,7/4/2020,State,Minnesota,0,available slots,,Education and Care,7/4/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,7/5/2020,State,Minnesota,0,available slots,,Education and Care,7/5/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,7/6/2020,State,Minnesota,0,available slots,,Education and Care,7/6/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,7/7/2020,State,Minnesota,9,available slots,,Education and Care,7/7/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,7/8/2020,State,Minnesota,12,available slots,,Education and Care,7/8/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,7/9/2020,State,Minnesota,4,available slots,,Education and Care,7/9/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,7/10/2020,State,Minnesota,114,available slots,,Education and Care,7/10/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,7/11/2020,State,Minnesota,0,available slots,,Education and Care,7/11/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,7/12/2020,State,Minnesota,0,available slots,,Education and Care,7/12/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,7/13/2020,State,Minnesota,99,available slots,,Education and Care,7/13/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,7/14/2020,State,Minnesota,116,available slots,,Education and Care,7/14/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,7/15/2020,State,Minnesota,1092,available slots,,Education and Care,7/15/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,7/16/2020,State,Minnesota,187,available slots,,Education and Care,7/16/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,7/17/2020,State,Minnesota,418,available slots,,Education and Care,7/17/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,7/18/2020,State,Minnesota,17,available slots,,Education and Care,7/18/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,7/19/2020,State,Minnesota,7,available slots,,Education and Care,7/19/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,7/20/2020,State,Minnesota,58,available slots,,Education and Care,7/20/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,7/21/2020,State,Minnesota,49,available slots,,Education and Care,7/21/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,7/22/2020,State,Minnesota,30,available slots,,Education and Care,7/22/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,7/23/2020,State,Minnesota,21,available slots,,Education and Care,7/23/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,7/24/2020,State,Minnesota,73,available slots,,Education and Care,7/24/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,7/25/2020,State,Minnesota,5,available slots,,Education and Care,7/25/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,7/26/2020,State,Minnesota,1,available slots,,Education and Care,7/26/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,7/27/2020,State,Minnesota,0,available slots,,Education and Care,7/27/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,7/28/2020,State,Minnesota,0,available slots,,Education and Care,7/28/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,7/29/2020,State,Minnesota,5,available slots,,Education and Care,7/29/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,7/30/2020,State,Minnesota,212,available slots,,Education and Care,7/30/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,7/31/2020,State,Minnesota,352,available slots,,Education and Care,7/31/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,8/1/2020,State,Minnesota,2,available slots,,Education and Care,8/1/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,8/2/2020,State,Minnesota,0,available slots,,Education and Care,8/2/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,8/3/2020,State,Minnesota,8,available slots,,Education and Care,8/3/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,8/4/2020,State,Minnesota,55,available slots,,Education and Care,8/4/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,8/5/2020,State,Minnesota,0,available slots,,Education and Care,8/5/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,8/6/2020,State,Minnesota,4,available slots,,Education and Care,8/6/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,8/7/2020,State,Minnesota,0,available slots,,Education and Care,8/7/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,8/8/2020,State,Minnesota,0,available slots,,Education and Care,8/8/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,8/9/2020,State,Minnesota,0,available slots,,Education and Care,8/9/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,8/10/2020,State,Minnesota,2,available slots,,Education and Care,8/10/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,8/11/2020,State,Minnesota,2,available slots,,Education and Care,8/11/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,8/12/2020,State,Minnesota,3,available slots,,Education and Care,8/12/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,8/13/2020,State,Minnesota,1,available slots,,Education and Care,8/13/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,8/14/2020,State,Minnesota,0,available slots,,Education and Care,8/14/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,8/15/2020,State,Minnesota,0,available slots,,Education and Care,8/15/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,8/16/2020,State,Minnesota,0,available slots,,Education and Care,8/16/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,8/17/2020,State,Minnesota,0,available slots,,Education and Care,8/17/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,8/18/2020,State,Minnesota,6,available slots,,Education and Care,8/18/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,8/19/2020,State,Minnesota,0,available slots,,Education and Care,8/19/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,8/20/2020,State,Minnesota,1,available slots,,Education and Care,8/20/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,8/21/2020,State,Minnesota,0,available slots,,Education and Care,8/21/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,8/22/2020,State,Minnesota,0,available slots,,Education and Care,8/22/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,8/23/2020,State,Minnesota,0,available slots,,Education and Care,8/23/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,8/24/2020,State,Minnesota,36,available slots,,Education and Care,8/24/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,8/25/2020,State,Minnesota,10,available slots,,Education and Care,8/25/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,8/26/2020,State,Minnesota,0,available slots,,Education and Care,8/26/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,8/27/2020,State,Minnesota,6,available slots,,Education and Care,8/27/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,8/28/2020,State,Minnesota,440,available slots,,Education and Care,8/28/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,8/29/2020,State,Minnesota,34,available slots,,Education and Care,8/29/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,8/30/2020,State,Minnesota,17,available slots,,Education and Care,8/30/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,8/31/2020,State,Minnesota,58,available slots,,Education and Care,8/31/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,9/1/2020,State,Minnesota,23,available slots,,Education and Care,9/1/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,9/2/2020,State,Minnesota,4,available slots,,Education and Care,9/2/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,9/3/2020,State,Minnesota,4,available slots,,Education and Care,9/3/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,9/4/2020,State,Minnesota,8,available slots,,Education and Care,9/4/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,9/5/2020,State,Minnesota,0,available slots,,Education and Care,9/5/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,9/6/2020,State,Minnesota,0,available slots,,Education and Care,9/6/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,9/7/2020,State,Minnesota,2,available slots,,Education and Care,9/7/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,9/8/2020,State,Minnesota,0,available slots,,Education and Care,9/8/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,9/9/2020,State,Minnesota,14,available slots,,Education and Care,9/9/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,9/10/2020,State,Minnesota,547,available slots,,Education and Care,9/10/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,9/11/2020,State,Minnesota,117,available slots,,Education and Care,9/11/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,9/12/2020,State,Minnesota,7,available slots,,Education and Care,9/12/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,9/13/2020,State,Minnesota,0,available slots,,Education and Care,9/13/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,9/14/2020,State,Minnesota,25,available slots,,Education and Care,9/14/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,9/15/2020,State,Minnesota,9,available slots,,Education and Care,9/15/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,9/16/2020,State,Minnesota,5,available slots,,Education and Care,9/16/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,9/17/2020,State,Minnesota,0,available slots,,Education and Care,9/17/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,9/18/2020,State,Minnesota,2,available slots,,Education and Care,9/18/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,9/19/2020,State,Minnesota,0,available slots,,Education and Care,9/19/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,9/20/2020,State,Minnesota,0,available slots,,Education and Care,9/20/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,9/21/2020,State,Minnesota,173,available slots,,Education and Care,9/21/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,9/22/2020,State,Minnesota,84,available slots,,Education and Care,9/22/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,9/23/2020,State,Minnesota,3,available slots,,Education and Care,9/23/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,9/24/2020,State,Minnesota,3,available slots,,Education and Care,9/24/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,9/25/2020,State,Minnesota,0,available slots,,Education and Care,9/25/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,9/26/2020,State,Minnesota,0,available slots,,Education and Care,9/26/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,9/27/2020,State,Minnesota,0,available slots,,Education and Care,9/27/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,9/28/2020,State,Minnesota,4,available slots,,Education and Care,9/28/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,9/29/2020,State,Minnesota,35,available slots,,Education and Care,9/29/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,9/30/2020,State,Minnesota,5,available slots,,Education and Care,9/30/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,10/1/2020,State,Minnesota,242,available slots,,Education and Care,10/1/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,10/2/2020,State,Minnesota,72,available slots,,Education and Care,10/6/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,10/3/2020,State,Minnesota,32,available slots,,Education and Care,10/6/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,10/4/2020,State,Minnesota,58,available slots,,Education and Care,10/6/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,10/5/2020,State,Minnesota,348,available slots,,Education and Care,10/6/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,10/6/2020,State,Minnesota,134,available slots,,Education and Care,10/8/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,10/7/2020,State,Minnesota,83,available slots,,Education and Care,10/8/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,10/8/2020,State,Minnesota,279,available slots,,Education and Care,10/13/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,10/9/2020,State,Minnesota,74,available slots,,Education and Care,10/13/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,10/10/2020,State,Minnesota,13,available slots,,Education and Care,10/13/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,10/11/2020,State,Minnesota,69,available slots,,Education and Care,10/13/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,10/12/2020,State,Minnesota,86,available slots,,Education and Care,10/13/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,10/13/2020,State,Minnesota,29,available slots,,Education and Care,10/15/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,10/14/2020,State,Minnesota,21,available slots,,Education and Care,10/15/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,10/15/2020,State,Minnesota,0,available slots,,Education and Care,10/20/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,10/16/2020,State,Minnesota,5,available slots,,Education and Care,10/20/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,10/17/2020,State,Minnesota,0,available slots,,Education and Care,10/20/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,10/18/2020,State,Minnesota,0,available slots,,Education and Care,10/20/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,10/19/2020,State,Minnesota,14,available slots,,Education and Care,10/20/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,10/20/2020,State,Minnesota,6,available slots,,Education and Care,10/22/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,10/21/2020,State,Minnesota,18,available slots,,Education and Care,10/22/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,10/22/2020,State,Minnesota,2,available slots,,Education and Care,10/27/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,10/23/2020,State,Minnesota,159,available slots,,Education and Care,10/27/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,10/24/2020,State,Minnesota,35,available slots,,Education and Care,10/27/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,10/25/2020,State,Minnesota,19,available slots,,Education and Care,10/27/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,10/26/2020,State,Minnesota,118,available slots,,Education and Care,10/27/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,10/27/2020,State,Minnesota,55,available slots,,Education and Care,10/29/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,10/28/2020,State,Minnesota,38,available slots,,Education and Care,10/29/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,10/29/2020,State,Minnesota,36,available slots,,Education and Care,11/3/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,10/30/2020,State,Minnesota,138,available slots,,Education and Care,11/3/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,10/31/2020,State,Minnesota,0,available slots,,Education and Care,11/3/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,11/1/2020,State,Minnesota,6,available slots,,Education and Care,11/3/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,11/2/2020,State,Minnesota,152,available slots,,Education and Care,11/3/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,11/3/2020,State,Minnesota,30,available slots,,Education and Care,11/5/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,11/4/2020,State,Minnesota,42,available slots,,Education and Care,11/5/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,11/5/2020,State,Minnesota,9,available slots,,Education and Care,11/10/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,11/6/2020,State,Minnesota,0,available slots,,Education and Care,11/10/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,11/7/2020,State,Minnesota,12,available slots,,Education and Care,11/10/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,11/8/2020,State,Minnesota,5,available slots,,Education and Care,11/10/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,11/9/2020,State,Minnesota,6,available slots,,Education and Care,11/10/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,11/10/2020,State,Minnesota,36,available slots,,Education and Care,11/13/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,11/11/2020,State,Minnesota,4,available slots,,Education and Care,11/13/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,11/12/2020,State,Minnesota,6,available slots,,Education and Care,11/13/2020,,,https://mn.gov/mmb/childcare/families/
